,player_id,known_as,nationality
719,181767.0,Marquinhos,Brazil
720,29241.0,Thiago Silva,Brazil
721,520624.0,Bruno Guimaraes,Brazil
722,16306.0,Casemiro,Brazil
723,,Everton Ribeiro,Brazil
724,225693.0,Fabinho,Brazil
725,191614.0,Fred,Brazil
726,444523.0,Lucas Paqueta,Brazil
727,798687.0,Antony,Brazil
728,602105.0,Antony,Brazil
729,363205.0,Gabriel Jesus,Brazil
730,655488.0,Gabriel Martinelli,Brazil
731,,Neymar,Brazil
732,,Pedro,Brazil
733,411295.0,Raphinha,Brazil
734,378710.0,Richarlison,Brazil
735,412363.0,Rodrygo,Brazil
736,,Vinicius Junior,Brazil
737,94308.0,Marko Dmitrovic,Serbia
738,343953.0,Marko Ilic,Serbia
739,,Vanja Milinkovic Savic,Serbia
740,574671.0,Strahinja Pavlovic,Serbia
741,,Srdan Babic,Serbia
742,202228.0,Milos Veljkovic,Serbia
743,143029.0,Stefan Mitrovic,Serbia
744,,Strahinja Erakovic,Serbia
745,343959.0,Erhan Masovic,Serbia
746,168063.0,Filip Mladenovic,Serbia
747,273152.0,Nemanja Maksimovic,Serbia
748,245078.0,Nemanja Radonjic,Serbia
749,,Uros Racic,Serbia
750,470794.0,Ivan Ilic,Serbia
751,74294.0,Nemanja Gudelj,Serbia
752,36139.0,Dusan Tadic,Serbia
753,206843.0,Andrija Zivkovic,Serbia
754,245056.0,Sasa Lukic,Serbia
755,161011.0,Filip Kostic,Serbia
756,404260.0,Aleksa Terzic,Serbia
757,,Sergej Milinkovic Savic,Serbia
758,,Filip Duricic,Serbia
759,70411.0,Darko Lazovic,Serbia
760,51152.0,Aleksandar Mitrovic,Serbia
761,257462.0,Luka Jovic,Serbia
762,143029.0,Stefan Mitrovic,Serbia
763,,Dusan Vlahovic,Serbia
764,257814.0,Gregor Kobel,Switzerland
765,42205.0,Yann Sommer,Switzerland
766,247915.0,Jonas Omlin,Switzerland
767,251322.0,Philipp Kohn,Switzerland
768,284730.0,Manuel Akanji,Switzerland
769,298583.0,Eray Comert,Switzerland
770,192635.0,Nico Elvedi,Switzerland
771,135343.0,Fabian Schar,Switzerland
772,168989.0,Silvan Widmer,Switzerland
773,86784.0,Ricardo Rodriguez,Switzerland
774,247555.0,Edimilson Fernandes,Switzerland
775,237658.0,Michel Aebischer,Switzerland
776,86792.0,Xherdan Shaqiri,Switzerland
777,194638.0,Renato Steffen,Switzerland
778,111455.0,Granit Xhaka,Switzerland
779,334526.0,Denis Zakaria,Switzerland
780,52595.0,Fabian Frei,Switzerland
781,148252.0,Remo Freuler,Switzerland
782,,Noah Okafor,Switzerland
783,,Fabian Rieder,Switzerland
784,,Ardon Jashari,Switzerland
785,237662.0,Breel Embolo,Switzerland
786,345886.0,Ruben Vargas,Switzerland
787,345886.0,Ruben Vargas,Switzerland
788,212723.0,Djibril Sow,Switzerland
789,109256.0,Haris Seferovic,Switzerland
790,,Christian Fassnacht,Switzerland
791,234509.0,Andre Onana,Cameroon
792,170471.0,Devis Epassy,Cameroon
793,,Simon Ngapandouetnbu,Cameroon
794,,Jean Charles Castelletto,Cameroon
795,342877.0,Enzo Ebosse,Cameroon
796,250638.0,Collins Fai,Cameroon
797,,Olivier Mbaizo,Cameroon
798,,Nouhou Tolo,Cameroon
799,,Nicolas Nkoulou,Cameroon
800,572326.0,Christopher Wooh,Cameroon
801,,Olivier Ntcham,Cameroon
802,322309.0,Gael Ondoua,Cameroon
803,398808.0,Martin Hongla,Cameroon
804,,Pierre Kunde,Cameroon
805,452238.0,Samuel Oum Gouet,Cameroon
806,,Andre Frank Zambo Anguissa,Cameroon
807,,Jerome Ngom,Cameroon
808,,Nicolas Ngamaleu,Cameroon
809,374281.0,Christian Bassogog,Cameroon
810,,Bryan Mbeumo,Cameroon
811,,Georges Kevin Nkoudou,Cameroon
812,,Jean Pierre Nsame,Cameroon
813,147487.0,Vincent Aboubakar,Cameroon
814,315110.0,Karl Toko Ekambi,Cameroon
815,,Eric Maxim Choupo Moting,Cameroon
816,,Souaibou Marou,Cameroon
817,357153.0,Diogo Costa,Portugal
818,249994.0,Jose Sa,Portugal
819,45026.0,Rui Patricio,Portugal
820,357147.0,Diogo Dalot,Portugal
821,182712.0,Joao Cancelo,Portugal
822,141050.0,Danilo Pereira,Portugal
823,14132.0,Pepe,Portugal
824,258018.0,Pepe,Portugal
825,258004.0,Ruben Dias,Portugal
826,,Antonio Silva,Portugal
827,616341.0,Nuno Mendes,Portugal
828,170986.0,Raphael Guerreiro,Portugal
829,,Joao Palhinha,Portugal
830,225161.0,Ruben Neves,Portugal
831,241641.0,Bernardo Silva,Portugal
832,240306.0,Bruno Fernandes,Portugal
833,537602.0,Joao Mario,Portugal
834,149729.0,Joao Mario,Portugal
835,601883.0,Matheus Nunes,Portugal
836,487469.0,Vitinha,Portugal
837,487469.0,Vitinha,Portugal
838,586853.0,Vitinha,Portugal
839,586853.0,Vitinha,Portugal
840,100131.0,William Carvalho,Portugal
841,231289.0,Otavio,Portugal
842,8198.0,Cristiano Ronaldo,Portugal
843,462250.0,Joao Felix,Portugal
844,357164.0,Rafael Leao,Portugal
845,261927.0,Ricardo Horta,Portugal
846,550550.0,Goncalo Ramos,Portugal
847,550550.0,Goncalo Ramos,Portugal
848,198008.0,Andre Silva,Portugal
849,,Richard Ofori Antwi,Ghana
850,,Abdul Nurudeen,Ghana
851,,Joseph Wollacott,Ghana
852,,Tariq Lamptey,Ghana
853,59641.0,Denis Odoi,Ghana
854,,Mohamed Salisu,Ghana
855,397171.0,Gideon Mensah,Ghana
856,358250.0,Joseph Aidoo,Ghana
857,,Abdul Baba,Ghana
858,214056.0,Daniel Amartey,Ghana
859,250844.0,Alexander Djiku,Ghana
860,,Stephan Ambrosius,Ghana
861,798404.0,Alidu Seidu,Ghana
862,230784.0,Thomas Partey,Ghana
863,395695.0,Elisha Owusu,Ghana
864,,Daniel Kofi Kyereh,Ghana
865,45403.0,Andre Ayew,Ghana
866,543499.0,Mohammed Kudus,Ghana
867,442805.0,Iddrisu Baba,Ghana
868,746695.0,Kamaldeen Sulemana,Ghana
869,,Issahaku Fatawu,Ghana
870,108354.0,Jordan Ayew,Ghana
871,,Osman Bukari,Ghana
872,,Felix Afena Gyan,Ghana
873,306382.0,Benjamin Tetteh,Ghana
874,255508.0,Inaki Williams,Ghana
875,,Ransford Konigsdorffer,Ghana
876,,Antoine Semenyo,Ghana
877,,Daniel Afriyie,Ghana
878,58088.0,Fernando Muslera,Uruguay
879,264014.0,Sergio Rochet,Uruguay
880,,Sebastian Sosa,Uruguay
881,250845.0,Jose Maria Gimenez,Uruguay
882,102427.0,Sebastian Coates,Uruguay
883,54928.0,Diego Godin,Uruguay
884,54935.0,Martin Caceres,Uruguay
885,480267.0,Ronald Araujo,Uruguay
886,,Guillermo Varela,Uruguay
887,,Jose Luis Rodriguez,Uruguay
888,439072.0,Matias Vina,Uruguay
889,376514.0,Mathias Olivera,Uruguay
890,318077.0,Lucas Torreira,Uruguay
891,476701.0,Manuel Ugarte,Uruguay
892,143812.0,Matias Vecino,Uruguay
893,354362.0,Rodrigo Bentancur,Uruguay
894,369081.0,Federico Valverde,Uruguay
895,676318.0,Facundo Pellistri,Uruguay
896,,Agustin Canobbio,Uruguay
897,,Facundo Torres,Uruguay
898,,Nicolas De La Cruz,Uruguay
899,,Giorgian De Arrascaeta,Uruguay
900,44352.0,Luis Suarez,Uruguay
901,48280.0,Edinson Cavani,Uruguay
902,546543.0,Darwin Nunez,Uruguay
903,,Maximiliano Gomez,Uruguay
904,,Seung Gyu Kim,Korea Republic
905,,Bum Keun Song,Korea Republic
906,,Sung Yun Gu,Korea Republic
907,,Hyeon Woo Jo,Korea Republic
908,,Tae Hwan Kim,Korea Republic
909,,Jin Su Kim,Korea Republic
910,,Chul Hong,Korea Republic
911,,Ji Soo Park,Korea Republic
912,,Young Gwon Kim,Korea Republic
913,,Kyung Won Kwon,Korea Republic
914,,Moon Hwan Kim,Korea Republic
915,,Jong Gyu Yoon,Korea Republic
916,,Min Gyu Park,Korea Republic
917,,Woo Young Jung,Korea Republic
918,,Seung Ho Paik,Korea Republic
919,,Jun Ho Son,Korea Republic
920,,Min Kyu Song,Korea Republic
921,,Yu Min Cho,Korea Republic
922,,Sang Ho Na,Korea Republic
923,,Hyun Jun Yang,Korea Republic
924,,Jin Kyu Kim,Korea Republic
925,,Chang Hoon Kwon,Korea Republic
926,,Seung Beom Ko,Korea Republic
927,,Won Sang Um,Korea Republic
928,,Heung Min Son,Korea Republic
929,,Gue Sung Cho,Korea Republic
